Rownum,Species,Popn,Year,UniID,mom,ID,temp,date,Jdate,Mo,Mi,iw,fw,active,instar,time,t.in,t.out,duration,mgain
1,Pieris_rapae,Seattle_WA,1999,11.0.1,0,1,11,36376,216,11.45,11.45,11.45,11.45,yes,4th,0,10.05,10.05,0,0
2,Pieris_rapae,Seattle_WA,1999,11.0.1,0,1,11,36376,216,11.45,12.76,11.45,12.76,yes,4th,9.466666667,10.05,19.33,9.466666667,1.31
3,Pieris_rapae,Seattle_WA,1999,11.0.1,0,1,11,36377,217,11.45,14.19,12.76,14.19,yes,4th,24.5,19.33,10.35,15.03333333,1.43
4,Pieris_rapae,Seattle_WA,1999,11.0.1,0,1,11,36377,217,11.45,14.25,14.19,14.25,no,4th,32.21666667,10.35,18.18,7.716666667,0.06
5,Pieris_rapae,Seattle_WA,1999,11.0.1,0,1,11,36378,218,11.45,16.44,14.25,16.44,yes,4th,55.61666667,18.18,17.42,23.4,2.19
6,Pieris_rapae,Seattle_WA,1999,11.0.1,0,1,11,36379,219,11.45,19.1,16.44,19.1,yes,4th,79.41666667,17.42,17.3,23.8,2.66
7,Pieris_rapae,Seattle_WA,1999,11.0.2,0,2,11,36376,216,9.53,9.53,9.53,9.53,yes,4th,0,10.05,10.05,0,0
8,Pieris_rapae,Seattle_WA,1999,11.0.2,0,2,11,36376,216,9.53,9.97,9.53,9.97,yes,4th,9.466666667,10.05,19.33,9.466666667,0.44
9,Pieris_rapae,Seattle_WA,1999,11.0.2,0,2,11,36377,217,9.53,12.31,9.97,12.31,yes,4th,24.5,19.33,10.35,15.03333333,2.34
10,Pieris_rapae,Seattle_WA,1999,11.0.2,0,2,11,36377,217,9.53,13.16,12.31,13.16,yes,4th,32.21666667,10.35,18.18,7.716666667,0.85
11,Pieris_rapae,Seattle_WA,1999,11.0.2,0,2,11,36378,218,9.53,15.61,13.16,15.61,yes,4th,55.61666667,18.18,17.42,23.4,2.45
12,Pieris_rapae,Seattle_WA,1999,11.0.2,0,2,11,36379,219,9.53,18.04,15.61,18.04,yes,4th,79.41666667,17.42,17.3,23.8,2.43
13,Pieris_rapae,Seattle_WA,1999,11.4.1,4,1,11,36376,216,12.32,12.32,12.32,12.32,yes,4th,0,10.05,10.05,0,0
14,Pieris_rapae,Seattle_WA,1999,11.4.1,4,1,11,36376,216,12.32,13.79,12.32,13.79,yes,4th,9.466666667,10.05,19.33,9.466666667,1.47
15,Pieris_rapae,Seattle_WA,1999,11.4.1,4,1,11,36377,217,12.32,15.47,13.79,15.47,yes,4th,24.5,19.33,10.35,15.03333333,1.68
16,Pieris_rapae,Seattle_WA,1999,11.4.1,4,1,11,36377,217,12.32,15.71,15.47,15.71,yes,4th,32.21666667,10.35,18.18,7.716666667,0.24
17,Pieris_rapae,Seattle_WA,1999,11.4.1,4,1,11,36378,218,12.32,17.5,15.71,17.5,yes,4th,55.61666667,18.18,17.42,23.4,1.79
18,Pieris_rapae,Seattle_WA,1999,11.4.1,4,1,11,36379,219,12.32,20.15,17.5,20.15,yes,4th,79.41666667,17.42,17.3,23.8,2.65
19,Pieris_rapae,Seattle_WA,1999,11.4.11,4,11,11,36376,216,10.42,10.42,10.42,10.42,yes,4th,0,10.05,10.05,0,0
20,Pieris_rapae,Seattle_WA,1999,11.4.11,4,11,11,36376,216,10.42,12.17,10.42,12.17,yes,4th,9.466666667,10.05,19.33,9.466666667,1.75
21,Pieris_rapae,Seattle_WA,1999,11.4.11,4,11,11,36377,217,10.42,15.05,12.17,15.05,yes,4th,24.5,19.33,10.35,15.03333333,2.88
22,Pieris_rapae,Seattle_WA,1999,11.4.11,4,11,11,36377,217,10.42,15.35,15.05,15.35,yes,4th,32.21666667,10.35,18.18,7.716666667,0.3
23,Pieris_rapae,Seattle_WA,1999,11.4.11,4,11,11,36378,218,10.42,17.1,15.35,17.1,yes,4th,55.61666667,18.18,17.42,23.4,1.75
24,Pieris_rapae,Seattle_WA,1999,11.4.11,4,11,11,36379,219,10.42,21.63,17.1,21.63,yes,4th,79.41666667,17.42,17.3,23.8,4.53
25,Pieris_rapae,Seattle_WA,1999,11.8.1,8,1,11,36376,216,10.28,10.28,10.28,10.28,yes,4th,0,10.05,10.05,0,0
26,Pieris_rapae,Seattle_WA,1999,11.8.1,8,1,11,36376,216,10.28,10.24,10.28,10.24,no,4th,9.466666667,10.05,19.33,9.466666667,-0.04
27,Pieris_rapae,Seattle_WA,1999,11.8.1,8,1,11,36377,217,10.28,11.8,10.24,11.8,yes,4th,24.5,19.33,10.35,15.03333333,1.56
28,Pieris_rapae,Seattle_WA,1999,11.8.1,8,1,11,36377,217,10.28,12.8,11.8,12.8,yes,4th,32.21666667,10.35,18.18,7.716666667,1
29,Pieris_rapae,Seattle_WA,1999,11.8.1,8,1,11,36378,218,10.28,13.71,12.8,13.71,yes,4th,55.61666667,18.18,17.42,23.4,0.91
30,Pieris_rapae,Seattle_WA,1999,11.8.1,8,1,11,36379,219,10.28,16.86,13.71,16.86,yes,4th,79.41666667,17.42,17.3,23.8,3.15
31,Pieris_rapae,Seattle_WA,1999,11.21.1,21,1,11,36376,216,9.87,9.87,9.87,9.87,yes,4th,0,10.05,10.05,0,0
32,Pieris_rapae,Seattle_WA,1999,11.21.1,21,1,11,36376,216,9.87,10.86,9.87,10.86,yes,4th,9.466666667,10.05,19.33,9.466666667,0.99
33,Pieris_rapae,Seattle_WA,1999,11.21.1,21,1,11,36377,217,9.87,13.36,10.86,13.36,yes,4th,24.5,19.33,10.35,15.03333333,2.5
34,Pieris_rapae,Seattle_WA,1999,11.21.1,21,1,11,36377,217,9.87,13.8,13.36,13.8,yes,4th,32.21666667,10.35,18.18,7.716666667,0.44
35,Pieris_rapae,Seattle_WA,1999,11.21.1,21,1,11,36378,218,9.87,15.49,13.8,15.49,yes,4th,55.61666667,18.18,17.42,23.4,1.69
36,Pieris_rapae,Seattle_WA,1999,11.21.1,21,1,11,36379,219,9.87,17.71,15.49,17.71,yes,4th,79.41666667,17.42,17.3,23.8,2.22
37,Pieris_rapae,Seattle_WA,1999,11.21.2,21,2,11,36376,216,13.14,13.14,13.14,13.14,yes,4th,0,10.05,10.05,0,0
38,Pieris_rapae,Seattle_WA,1999,11.21.2,21,2,11,36376,216,13.14,14.09,13.14,14.09,yes,4th,9.466666667,10.05,19.33,9.466666667,0.95
39,Pieris_rapae,Seattle_WA,1999,11.21.2,21,2,11,36377,217,13.14,16.08,14.09,16.08,yes,4th,24.5,19.33,10.35,15.03333333,1.99
40,Pieris_rapae,Seattle_WA,1999,11.21.2,21,2,11,36377,217,13.14,18.3,16.08,18.3,yes,4th,32.21666667,10.35,18.18,7.716666667,2.22
41,Pieris_rapae,Seattle_WA,1999,11.21.2,21,2,11,36378,218,13.14,19.95,18.3,19.95,yes,4th,55.61666667,18.18,17.42,23.4,1.65
42,Pieris_rapae,Seattle_WA,1999,11.21.2,21,2,11,36379,219,13.14,23.32,19.95,23.32,yes,4th,79.41666667,17.42,17.3,23.8,3.37
43,Pieris_rapae,Seattle_WA,1999,11.21.3,21,3,11,36376,216,11.22,11.22,11.22,11.22,yes,4th,0,10.05,10.05,0,0
44,Pieris_rapae,Seattle_WA,1999,11.21.3,21,3,11,36376,216,11.22,13.03,11.22,13.03,yes,4th,9.466666667,10.05,19.33,9.466666667,1.81
45,Pieris_rapae,Seattle_WA,1999,11.21.3,21,3,11,36377,217,11.22,16.49,13.03,16.49,yes,4th,24.5,19.33,10.35,15.03333333,3.46
46,Pieris_rapae,Seattle_WA,1999,11.21.3,21,3,11,36377,217,11.22,17.28,16.49,17.28,yes,4th,32.21666667,10.35,18.18,7.716666667,0.79
47,Pieris_rapae,Seattle_WA,1999,11.21.3,21,3,11,36378,218,11.22,20.23,17.28,20.23,yes,4th,55.61666667,18.18,17.42,23.4,2.95
48,Pieris_rapae,Seattle_WA,1999,11.21.3,21,3,11,36379,219,11.22,22.07,20.23,22.07,yes,4th,79.41666667,17.42,17.3,23.8,1.84
49,Pieris_rapae,Seattle_WA,1999,11.21.4,21,4,11,36376,216,13.22,13.22,13.22,13.22,yes,4th,0,10.05,10.05,0,0
50,Pieris_rapae,Seattle_WA,1999,11.21.4,21,4,11,36376,216,13.22,14.37,13.22,14.37,yes,4th,9.466666667,10.05,19.33,9.466666667,1.15
51,Pieris_rapae,Seattle_WA,1999,11.21.4,21,4,11,36377,217,13.22,17.97,14.37,17.97,yes,4th,24.5,19.33,10.35,15.03333333,3.6
52,Pieris_rapae,Seattle_WA,1999,11.21.4,21,4,11,36377,217,13.22,18.69,17.97,18.69,yes,4th,32.21666667,10.35,18.18,7.716666667,0.72
53,Pieris_rapae,Seattle_WA,1999,11.21.4,21,4,11,36378,218,13.22,20.02,18.69,20.02,yes,4th,55.61666667,18.18,17.42,23.4,1.33
54,Pieris_rapae,Seattle_WA,1999,11.21.4,21,4,11,36379,219,13.22,24.73,20.02,24.73,yes,4th,79.41666667,17.42,17.3,23.8,4.71
55,Pieris_rapae,Seattle_WA,1999,11.21.5,21,5,11,36376,216,15.32,15.32,15.32,15.32,yes,4th,0,10.05,10.05,0,0
56,Pieris_rapae,Seattle_WA,1999,11.21.5,21,5,11,36376,216,15.32,17.83,15.32,17.83,yes,4th,9.466666667,10.05,19.33,9.466666667,2.51
57,Pieris_rapae,Seattle_WA,1999,11.21.5,21,5,11,36377,217,15.32,19.07,17.83,19.07,yes,4th,24.5,19.33,10.35,15.03333333,1.24
58,Pieris_rapae,Seattle_WA,1999,11.21.5,21,5,11,36377,217,15.32,21.6,19.07,21.6,yes,4th,32.21666667,10.35,18.18,7.716666667,2.53
59,Pieris_rapae,Seattle_WA,1999,11.21.5,21,5,11,36378,218,15.32,22.05,21.6,22.05,yes,4th,55.61666667,18.18,17.42,23.4,0.45
60,Pieris_rapae,Seattle_WA,1999,11.21.5,21,5,11,36379,219,15.32,25.25,22.05,25.25,yes,4th,79.41666667,17.42,17.3,23.8,3.2
61,Pieris_rapae,Seattle_WA,1999,11.21.6,21,6,11,36376,216,13.77,13.77,13.77,13.77,yes,4th,0,10.05,10.05,0,0
62,Pieris_rapae,Seattle_WA,1999,11.21.6,21,6,11,36376,216,13.77,16.23,13.77,16.23,yes,4th,9.466666667,10.05,19.33,9.466666667,2.46
63,Pieris_rapae,Seattle_WA,1999,11.21.6,21,6,11,36377,217,13.77,17.9,16.23,17.9,yes,4th,24.5,19.33,10.35,15.03333333,1.67
64,Pieris_rapae,Seattle_WA,1999,11.21.6,21,6,11,36377,217,13.77,19.97,17.9,19.97,yes,4th,32.21666667,10.35,18.18,7.716666667,2.07
65,Pieris_rapae,Seattle_WA,1999,11.21.6,21,6,11,36378,218,13.77,20.09,19.97,20.09,yes,4th,55.61666667,18.18,17.42,23.4,0.12
66,Pieris_rapae,Seattle_WA,1999,11.21.6,21,6,11,36379,219,13.77,23.04,20.09,23.04,yes,4th,79.41666667,17.42,17.3,23.8,2.95
67,Pieris_rapae,Seattle_WA,1999,11.21.181,21,181,11,36376,216,11.44,11.44,11.44,11.44,yes,4th,0,10.05,10.05,0,0
68,Pieris_rapae,Seattle_WA,1999,11.21.181,21,181,11,36376,216,11.44,12.65,11.44,12.65,yes,4th,9.466666667,10.05,19.33,9.466666667,1.21
69,Pieris_rapae,Seattle_WA,1999,11.21.181,21,181,11,36377,217,11.44,14.07,12.65,14.07,yes,4th,24.5,19.33,10.35,15.03333333,1.42
70,Pieris_rapae,Seattle_WA,1999,11.21.181,21,181,11,36377,217,11.44,15.29,14.07,15.29,yes,4th,32.21666667,10.35,18.18,7.716666667,1.22
71,Pieris_rapae,Seattle_WA,1999,11.21.181,21,181,11,36378,218,11.44,18.52,15.29,18.52,yes,4th,55.61666667,18.18,17.42,23.4,3.23
72,Pieris_rapae,Seattle_WA,1999,11.21.181,21,181,11,36379,219,11.44,22.05,18.52,22.05,yes,4th,79.41666667,17.42,17.3,23.8,3.53
73,Pieris_rapae,Seattle_WA,1999,11.21.182,21,182,11,36376,216,11.07,11.07,11.07,11.07,yes,4th,0,10.05,10.05,0,0
74,Pieris_rapae,Seattle_WA,1999,11.21.182,21,182,11,36376,216,11.07,11.78,11.07,11.78,yes,4th,9.466666667,10.05,19.33,9.466666667,0.71
75,Pieris_rapae,Seattle_WA,1999,11.21.182,21,182,11,36377,217,11.07,14.29,11.78,14.29,yes,4th,24.5,19.33,10.35,15.03333333,2.51
76,Pieris_rapae,Seattle_WA,1999,11.21.182,21,182,11,36377,217,11.07,15.3,14.29,15.3,yes,4th,32.21666667,10.35,18.18,7.716666667,1.01
77,Pieris_rapae,Seattle_WA,1999,11.21.182,21,182,11,36378,218,11.07,18.29,15.3,18.29,yes,4th,55.61666667,18.18,17.42,23.4,2.99
78,Pieris_rapae,Seattle_WA,1999,11.21.182,21,182,11,36379,219,11.07,20.82,18.29,20.82,yes,4th,79.41666667,17.42,17.3,23.8,2.53
79,Pieris_rapae,Seattle_WA,1999,11.21.183,21,183,11,36376,216,10.42,10.42,10.42,10.42,yes,4th,0,10.05,10.05,0,0
80,Pieris_rapae,Seattle_WA,1999,11.21.183,21,183,11,36376,216,10.42,11.57,10.42,11.57,yes,4th,9.466666667,10.05,19.33,9.466666667,1.15
81,Pieris_rapae,Seattle_WA,1999,11.21.183,21,183,11,36377,217,10.42,11.13,11.57,11.13,no,4th,24.5,19.33,10.35,15.03333333,-0.44
82,Pieris_rapae,Seattle_WA,1999,11.21.183,21,183,11,36377,217,10.42,11.13,11.13,11.13,no,4th,32.21666667,10.35,18.18,7.716666667,0
83,Pieris_rapae,Seattle_WA,1999,11.21.183,21,183,11,36378,218,10.42,11.25,11.13,11.25,no,4th,55.61666667,18.18,17.42,23.4,0.12
84,Pieris_rapae,Seattle_WA,1999,11.21.183,21,183,11,36379,219,10.42,11.06,11.25,11.06,no,4th,79.41666667,17.42,17.3,23.8,-0.19
85,Pieris_rapae,Seattle_WA,1999,11.21.184,21,184,11,36376,216,8.52,8.52,8.52,8.52,yes,4th,0,10.05,10.05,0,0
86,Pieris_rapae,Seattle_WA,1999,11.21.184,21,184,11,36376,216,8.52,8.89,8.52,8.89,yes,4th,9.466666667,10.05,19.33,9.466666667,0.37
87,Pieris_rapae,Seattle_WA,1999,11.21.184,21,184,11,36377,217,8.52,10.07,8.89,10.07,yes,4th,24.5,19.33,10.35,15.03333333,1.18
88,Pieris_rapae,Seattle_WA,1999,11.21.184,21,184,11,36377,217,8.52,10.78,10.07,10.78,yes,4th,32.21666667,10.35,18.18,7.716666667,0.71
89,Pieris_rapae,Seattle_WA,1999,11.21.184,21,184,11,36378,218,8.52,12.78,10.78,12.78,yes,4th,55.61666667,18.18,17.42,23.4,2
90,Pieris_rapae,Seattle_WA,1999,11.21.184,21,184,11,36379,219,8.52,13.83,12.78,13.83,yes,4th,79.41666667,17.42,17.3,23.8,1.05
91,Pieris_rapae,Seattle_WA,1999,11.23.9,23,9,11,36376,216,10.96,10.96,10.96,10.96,yes,4th,0,10.05,10.05,0,0
92,Pieris_rapae,Seattle_WA,1999,11.23.9,23,9,11,36376,216,10.96,11.19,10.96,11.19,no,4th,9.466666667,10.05,19.33,9.466666667,0.23
93,Pieris_rapae,Seattle_WA,1999,11.23.9,23,9,11,36377,217,10.96,11.15,11.19,11.15,no,4th,24.5,19.33,10.35,15.03333333,-0.04
94,Pieris_rapae,Seattle_WA,1999,11.23.9,23,9,11,36377,217,10.96,11.07,11.15,11.07,no,4th,32.21666667,10.35,18.18,7.716666667,-0.08
95,Pieris_rapae,Seattle_WA,1999,11.23.9,23,9,11,36378,218,10.96,11.46,11.07,11.46,yes,4th,55.61666667,18.18,17.42,23.4,0.39
96,Pieris_rapae,Seattle_WA,1999,11.23.9,23,9,11,36379,219,10.96,14.51,11.46,14.51,yes,4th,79.41666667,17.42,17.3,23.8,3.05
97,Pieris_rapae,Seattle_WA,1999,11.25.161,25,161,11,36376,216,15.85,15.85,15.85,15.85,yes,4th,0,10.05,10.05,0,0
98,Pieris_rapae,Seattle_WA,1999,11.25.161,25,161,11,36376,216,15.85,18.93,15.85,18.93,yes,4th,9.466666667,10.05,19.33,9.466666667,3.08
99,Pieris_rapae,Seattle_WA,1999,11.25.161,25,161,11,36377,217,15.85,20.21,18.93,20.21,yes,4th,24.5,19.33,10.35,15.03333333,1.28
100,Pieris_rapae,Seattle_WA,1999,11.25.161,25,161,11,36377,217,15.85,20.63,20.21,20.63,yes,4th,32.21666667,10.35,18.18,7.716666667,0.42
101,Pieris_rapae,Seattle_WA,1999,11.25.161,25,161,11,36378,218,15.85,23.53,20.63,23.53,yes,4th,55.61666667,18.18,17.42,23.4,2.9
102,Pieris_rapae,Seattle_WA,1999,11.25.161,25,161,11,36379,219,15.85,28.43,23.53,28.43,yes,4th,79.41666667,17.42,17.3,23.8,4.9
103,Pieris_rapae,Seattle_WA,1999,11.25.162,25,162,11,36376,216,14.3,14.3,14.3,14.3,yes,4th,0,10.05,10.05,0,0
104,Pieris_rapae,Seattle_WA,1999,11.25.162,25,162,11,36376,216,14.3,14.92,14.3,14.92,yes,4th,9.466666667,10.05,19.33,9.466666667,0.62
105,Pieris_rapae,Seattle_WA,1999,11.25.162,25,162,11,36377,217,14.3,16.68,14.92,16.68,yes,4th,24.5,19.33,10.35,15.03333333,1.76
106,Pieris_rapae,Seattle_WA,1999,11.25.162,25,162,11,36377,217,14.3,18.46,16.68,18.46,yes,4th,32.21666667,10.35,18.18,7.716666667,1.78
107,Pieris_rapae,Seattle_WA,1999,11.25.162,25,162,11,36378,218,14.3,22.59,18.46,22.59,yes,4th,55.61666667,18.18,17.42,23.4,4.13
108,Pieris_rapae,Seattle_WA,1999,11.25.162,25,162,11,36379,219,14.3,25.03,22.59,25.03,yes,4th,79.41666667,17.42,17.3,23.8,2.44
109,Pieris_rapae,Seattle_WA,1999,11.25.163,25,163,11,36376,216,10.54,10.54,10.54,10.54,yes,4th,0,10.05,10.05,0,0
110,Pieris_rapae,Seattle_WA,1999,11.25.163,25,163,11,36376,216,10.54,10.71,10.54,10.71,no,4th,9.466666667,10.05,19.33,9.466666667,0.17
111,Pieris_rapae,Seattle_WA,1999,11.25.163,25,163,11,36377,217,10.54,9.9,10.71,9.9,no,4th,24.5,19.33,10.35,15.03333333,-0.81
112,Pieris_rapae,Seattle_WA,1999,11.25.163,25,163,11,36377,217,10.54,10.68,9.9,10.68,yes,4th,32.21666667,10.35,18.18,7.716666667,0.78
113,Pieris_rapae,Seattle_WA,1999,11.25.163,25,163,11,36378,218,10.54,11.84,10.68,11.84,yes,4th,55.61666667,18.18,17.42,23.4,1.16
114,Pieris_rapae,Seattle_WA,1999,11.25.163,25,163,11,36379,219,10.54,14.04,11.84,14.04,yes,4th,79.41666667,17.42,17.3,23.8,2.2
115,Pieris_rapae,Seattle_WA,1999,11.25.164,25,164,11,36376,216,17.53,17.53,17.53,17.53,yes,4th,0,10.05,10.05,0,0
116,Pieris_rapae,Seattle_WA,1999,11.25.164,25,164,11,36376,216,17.53,17.14,17.53,17.14,no,4th,9.466666667,10.05,19.33,9.466666667,-0.39
117,Pieris_rapae,Seattle_WA,1999,11.25.164,25,164,11,36377,217,17.53,17.04,17.14,17.04,no,4th,24.5,19.33,10.35,15.03333333,-0.1
118,Pieris_rapae,Seattle_WA,1999,11.25.164,25,164,11,36377,217,17.53,16.73,17.04,16.73,no,4th,32.21666667,10.35,18.18,7.716666667,-0.31
119,Pieris_rapae,Seattle_WA,1999,11.25.164,25,164,11,36378,218,17.53,16.93,16.73,16.93,yes,4th,55.61666667,18.18,17.42,23.4,0.2
120,Pieris_rapae,Seattle_WA,1999,11.25.164,25,164,11,36379,219,17.53,19.71,16.93,19.71,yes,4th,79.41666667,17.42,17.3,23.8,2.78
121,Pieris_rapae,Seattle_WA,1999,11.25.165,25,165,11,36376,216,13.06,13.06,13.06,13.06,yes,4th,0,10.05,10.05,0,0
122,Pieris_rapae,Seattle_WA,1999,11.25.165,25,165,11,36376,216,13.06,12.83,13.06,12.83,no,4th,9.466666667,10.05,19.33,9.466666667,-0.23
123,Pieris_rapae,Seattle_WA,1999,11.25.165,25,165,11,36377,217,13.06,15.05,12.83,15.05,yes,4th,24.5,19.33,10.35,15.03333333,2.22
124,Pieris_rapae,Seattle_WA,1999,11.25.165,25,165,11,36377,217,13.06,15.85,15.05,15.85,yes,4th,32.21666667,10.35,18.18,7.716666667,0.8
125,Pieris_rapae,Seattle_WA,1999,11.25.165,25,165,11,36378,218,13.06,17.54,15.85,17.54,yes,4th,55.61666667,18.18,17.42,23.4,1.69
126,Pieris_rapae,Seattle_WA,1999,11.25.165,25,165,11,36379,219,13.06,19.73,17.54,19.73,yes,4th,79.41666667,17.42,17.3,23.8,2.19
127,Pieris_rapae,Seattle_WA,1999,17.4.10,4,10,17,36384,224,13.43,13.43,13.43,13.43,yes,4th,0,11.47,11.47,0,0
128,Pieris_rapae,Seattle_WA,1999,17.4.10,4,10,17,36384,224,13.43,14.29,13.43,14.29,yes,4th,6.55,11.47,18.2,6.55,0.86
129,Pieris_rapae,Seattle_WA,1999,17.4.10,4,10,17,36385,225,13.43,22.38,14.29,22.38,yes,4th,22.16666667,18.2,9.57,15.61666667,8.09
130,Pieris_rapae,Seattle_WA,1999,17.4.10,4,10,17,36385,225,13.43,27.81,22.38,27.81,yes,4th,28.91666667,9.57,16.42,6.75,5.43
131,Pieris_rapae,Seattle_WA,1999,17.4.10,4,10,17,36386,226,13.43,48.83,27.81,48.83,yes,4th,52.08333333,16.42,15.52,23.16666667,21.02
132,Pieris_rapae,Seattle_WA,1999,17.4.10,4,10,17,36387,227,13.43,45.42,48.83,45.42,no,4th,77.86666667,15.52,17.39,25.78333333,-3.41
133,Pieris_rapae,Seattle_WA,1999,17.5.1,5,1,17,36384,224,10.14,10.14,10.14,10.14,yes,4th,0,11.47,11.47,0,0
134,Pieris_rapae,Seattle_WA,1999,17.5.1,5,1,17,36384,224,10.14,12.01,10.14,12.01,yes,4th,6.55,11.47,18.2,6.55,1.87
135,Pieris_rapae,Seattle_WA,1999,17.5.1,5,1,17,36385,225,10.14,16.46,12.01,16.46,yes,4th,22.16666667,18.2,9.57,15.61666667,4.45
136,Pieris_rapae,Seattle_WA,1999,17.5.1,5,1,17,36385,225,10.14,20.14,16.46,20.14,yes,4th,28.91666667,9.57,16.42,6.75,3.68
137,Pieris_rapae,Seattle_WA,1999,17.5.1,5,1,17,36386,226,10.14,32.85,20.14,32.85,yes,4th,52.08333333,16.42,15.52,23.16666667,12.71
138,Pieris_rapae,Seattle_WA,1999,17.5.1,5,1,17,36387,227,10.14,46.41,32.85,46.41,no,4th,77.86666667,15.52,17.39,25.78333333,13.56
139,Pieris_rapae,Seattle_WA,1999,17.7.15,7,15,17,36384,224,13.2,13.2,13.2,13.2,yes,4th,0,11.47,11.47,0,0
140,Pieris_rapae,Seattle_WA,1999,17.7.15,7,15,17,36384,224,13.2,16.66,13.2,16.66,yes,4th,6.55,11.47,18.2,6.55,3.46
141,Pieris_rapae,Seattle_WA,1999,17.7.15,7,15,17,36385,225,13.2,24.45,16.66,24.45,yes,4th,22.16666667,18.2,9.57,15.61666667,7.79
142,Pieris_rapae,Seattle_WA,1999,17.7.15,7,15,17,36385,225,13.2,27.81,24.45,27.81,yes,4th,28.91666667,9.57,16.42,6.75,3.36
143,Pieris_rapae,Seattle_WA,1999,17.7.15,7,15,17,36386,226,13.2,57.8,27.81,57.8,yes,4th,52.08333333,16.42,15.52,23.16666667,29.99
144,Pieris_rapae,Seattle_WA,1999,17.7.15,7,15,17,36387,227,13.2,52.63,57.8,52.63,no,4th,77.86666667,15.52,17.39,25.78333333,-5.17
