Rownum,Species,Popn,Year,UniID,mom,ID,Temp,date,Jdate,M0,Mi,iw,fw,active,instar,time,t.in,t.out,duration,mgain
477,Pieris_rapae,Seattle_WA,1999,35C.M15.4,15,4,35,36466,306,54.2,73.48,73.48,77.93,yes,5th,25.98333333,19.02,15.22,20.33333333,4.45
478,Pieris_rapae,Seattle_WA,1999,35C.M15.4,15,4,35,36466,306,54.2,77.93,77.93,75.51,no,5th,31.38333333,15.22,20.46,5.4,-2.42
479,Pieris_rapae,Seattle_WA,1999,35C.M15.4,15,4,35,36467,307,54.2,75.51,75.51,NA,no,5th,54.15,20.46,19.32,22.76666667,NA
480,Pieris_rapae,Seattle_WA,1999,35C.M15.4,15,4,35,36468,308,54.2,NA,NA,NA,no,5th,78,19.32,19.23,23.85,NA
481,Pieris_rapae,Seattle_WA,1999,35C.M15.5,15,5,35,36465,305,54.91,54.91,54.91,54.91,yes,5th,0,13.23,13.23,0,0
482,Pieris_rapae,Seattle_WA,1999,35C.M15.5,15,5,35,36465,305,54.91,54.91,54.91,59.42,yes,5th,5.65,13.23,19.02,5.65,4.51
483,Pieris_rapae,Seattle_WA,1999,35C.M15.5,15,5,35,36466,306,54.91,59.42,59.42,53.86,yes,5th,25.98333333,19.02,15.22,20.33333333,-5.56
484,Pieris_rapae,Seattle_WA,1999,35C.M15.5,15,5,35,36466,306,54.91,53.86,53.86,44.66,no,5th,31.38333333,15.22,20.46,5.4,-9.2
485,Pieris_rapae,Seattle_WA,1999,35C.M15.5,15,5,35,36467,307,54.91,44.66,44.66,NA,no,5th,54.15,20.46,19.32,22.76666667,NA
486,Pieris_rapae,Seattle_WA,1999,35C.M15.5,15,5,35,36468,308,54.91,NA,NA,NA,no,5th,78,19.32,19.23,23.85,NA
487,Pieris_rapae,Seattle_WA,1999,35C.M16.1,16,1,35,36465,305,57.34,57.34,57.34,57.34,yes,5th,0,13.23,13.23,0,0
488,Pieris_rapae,Seattle_WA,1999,35C.M16.1,16,1,35,36465,305,57.34,57.34,57.34,75.93,yes,5th,5.65,13.23,19.02,5.65,18.59
489,Pieris_rapae,Seattle_WA,1999,35C.M16.1,16,1,35,36466,306,57.34,75.93,75.93,158.23,yes,5th,25.98333333,19.02,15.22,20.33333333,82.3
490,Pieris_rapae,Seattle_WA,1999,35C.M16.1,16,1,35,36466,306,57.34,158.23,158.23,192.47,yes,5th,31.38333333,15.22,20.46,5.4,34.24
491,Pieris_rapae,Seattle_WA,1999,35C.M16.1,16,1,35,36467,307,57.34,192.47,192.47,170.04,yes,5th,54.15,20.46,19.32,22.76666667,-22.43
492,Pieris_rapae,Seattle_WA,1999,35C.M16.1,16,1,35,36468,308,57.34,170.04,170.04,136.8,no,5th,78,19.32,19.23,23.85,-33.24
493,Pieris_rapae,Seattle_WA,1999,35C.M16.2,16,2,35,36465,305,48.55,48.55,48.55,48.55,yes,5th,0,13.23,13.23,0,0
494,Pieris_rapae,Seattle_WA,1999,35C.M16.2,16,2,35,36465,305,48.55,48.55,48.55,75.9,yes,5th,5.65,13.23,19.02,5.65,27.35
495,Pieris_rapae,Seattle_WA,1999,35C.M16.2,16,2,35,36466,306,48.55,75.9,75.9,192.86,yes,5th,25.98333333,19.02,15.22,20.33333333,116.96
496,Pieris_rapae,Seattle_WA,1999,35C.M16.2,16,2,35,36466,306,48.55,192.86,192.86,217.76,yes,5th,31.38333333,15.22,20.46,5.4,24.9
497,Pieris_rapae,Seattle_WA,1999,35C.M16.2,16,2,35,36467,307,48.55,217.76,217.76,195.3,yes,5th,54.15,20.46,19.32,22.76666667,-22.46
498,Pieris_rapae,Seattle_WA,1999,35C.M16.2,16,2,35,36468,308,48.55,195.3,195.3,NA,no,P,78,19.32,19.23,23.85,NA
499,Pieris_rapae,Seattle_WA,1999,35C.M3.1,3,1,35,36465,305,57.85,57.85,57.85,57.85,yes,5th,0,13.23,13.23,0,0
500,Pieris_rapae,Seattle_WA,1999,35C.M3.1,3,1,35,36465,305,57.85,57.85,57.85,77.81,yes,5th,5.65,13.23,19.02,5.65,19.96
501,Pieris_rapae,Seattle_WA,1999,35C.M3.1,3,1,35,36466,306,57.85,77.81,77.81,147.68,yes,5th,25.98333333,19.02,15.22,20.33333333,69.87
502,Pieris_rapae,Seattle_WA,1999,35C.M3.1,3,1,35,36466,306,57.85,147.68,147.68,166.82,yes,5th,31.38333333,15.22,20.46,5.4,19.14
503,Pieris_rapae,Seattle_WA,1999,35C.M3.1,3,1,35,36467,307,57.85,166.82,166.82,189.13,yes,5th,54.15,20.46,19.32,22.76666667,22.31
504,Pieris_rapae,Seattle_WA,1999,35C.M3.1,3,1,35,36468,308,57.85,189.13,189.13,139.41,yes,5th,78,19.32,19.23,23.85,-49.72
505,Pieris_rapae,Seattle_WA,1999,35C.M3.2,3,2,35,36465,305,46.04,46.04,46.04,46.04,yes,5th,0,13.23,13.23,0,0
506,Pieris_rapae,Seattle_WA,1999,35C.M3.2,3,2,35,36465,305,46.04,46.04,46.04,74.87,yes,5th,5.65,13.23,19.02,5.65,28.83
507,Pieris_rapae,Seattle_WA,1999,35C.M3.2,3,2,35,36466,306,46.04,74.87,74.87,141.68,yes,5th,25.98333333,19.02,15.22,20.33333333,66.81
508,Pieris_rapae,Seattle_WA,1999,35C.M3.2,3,2,35,36466,306,46.04,141.68,141.68,161.55,yes,5th,31.38333333,15.22,20.46,5.4,19.87
509,Pieris_rapae,Seattle_WA,1999,35C.M3.2,3,2,35,36467,307,46.04,161.55,161.55,159.64,yes,5th,54.15,20.46,19.32,22.76666667,-1.91
510,Pieris_rapae,Seattle_WA,1999,35C.M3.2,3,2,35,36468,308,46.04,159.64,159.64,114.97,yes,5th,78,19.32,19.23,23.85,-44.67
511,Pieris_rapae,Seattle_WA,1999,35C.M3.3,3,3,35,36465,305,42.27,42.27,42.27,42.27,yes,5th,0,13.23,13.23,0,0
512,Pieris_rapae,Seattle_WA,1999,35C.M3.3,3,3,35,36465,305,42.27,42.27,42.27,57.83,yes,5th,5.65,13.23,19.02,5.65,15.56
513,Pieris_rapae,Seattle_WA,1999,35C.M3.3,3,3,35,36466,306,42.27,57.83,57.83,106.54,yes,5th,25.98333333,19.02,15.22,20.33333333,48.71
514,Pieris_rapae,Seattle_WA,1999,35C.M3.3,3,3,35,36466,306,42.27,106.54,106.54,131.37,yes,5th,31.38333333,15.22,20.46,5.4,24.83
515,Pieris_rapae,Seattle_WA,1999,35C.M3.3,3,3,35,36467,307,42.27,131.37,131.37,133,yes,5th,54.15,20.46,19.32,22.76666667,1.63
516,Pieris_rapae,Seattle_WA,1999,35C.M3.3,3,3,35,36468,308,42.27,133,133,115.07,yes,5th,78,19.32,19.23,23.85,-17.93
517,Pieris_rapae,Seattle_WA,1999,35C.M8.1,8,1,35,36465,305,54.05,54.05,54.05,54.05,yes,5th,0,13.23,13.23,0,0
518,Pieris_rapae,Seattle_WA,1999,35C.M8.1,8,1,35,36465,305,54.05,54.05,54.05,70.76,yes,5th,5.65,13.23,19.02,5.65,16.71
519,Pieris_rapae,Seattle_WA,1999,35C.M8.1,8,1,35,36466,306,54.05,70.76,70.76,123.27,yes,5th,25.98333333,19.02,15.22,20.33333333,52.51
520,Pieris_rapae,Seattle_WA,1999,35C.M8.1,8,1,35,36466,306,54.05,123.27,123.27,145.81,yes,5th,31.38333333,15.22,20.46,5.4,22.54
521,Pieris_rapae,Seattle_WA,1999,35C.M8.1,8,1,35,36467,307,54.05,145.81,145.81,142.69,yes,5th,54.15,20.46,19.32,22.76666667,-3.12
522,Pieris_rapae,Seattle_WA,1999,35C.M8.1,8,1,35,36468,308,54.05,142.69,142.69,106.97,yes,5th,78,19.32,19.23,23.85,-35.72
523,Pieris_rapae,Seattle_WA,1999,35C.M8.2,8,2,35,36465,305,54.55,54.55,54.55,54.55,yes,5th,0,13.23,13.23,0,0
524,Pieris_rapae,Seattle_WA,1999,35C.M8.2,8,2,35,36465,305,54.55,54.55,54.55,71.46,yes,5th,5.65,13.23,19.02,5.65,16.91
525,Pieris_rapae,Seattle_WA,1999,35C.M8.2,8,2,35,36466,306,54.55,71.46,71.46,105.19,yes,5th,25.98333333,19.02,15.22,20.33333333,33.73
526,Pieris_rapae,Seattle_WA,1999,35C.M8.2,8,2,35,36466,306,54.55,105.19,105.19,111.38,yes,5th,31.38333333,15.22,20.46,5.4,6.19
527,Pieris_rapae,Seattle_WA,1999,35C.M8.2,8,2,35,36467,307,54.55,111.38,111.38,112.15,yes,5th,54.15,20.46,19.32,22.76666667,0.77
528,Pieris_rapae,Seattle_WA,1999,35C.M8.2,8,2,35,36468,308,54.55,112.15,112.15,92.01,yes,5th,78,19.32,19.23,23.85,-20.14
529,Pieris_rapae,Seattle_WA,1999,35C.M8.3,8,3,35,36465,305,61.69,61.69,61.69,61.69,yes,5th,0,13.23,13.23,0,0
530,Pieris_rapae,Seattle_WA,1999,35C.M8.3,8,3,35,36465,305,61.69,61.69,61.69,94.2,yes,5th,5.65,13.23,19.02,5.65,32.51
531,Pieris_rapae,Seattle_WA,1999,35C.M8.3,8,3,35,36466,306,61.69,94.2,94.2,146.65,yes,5th,25.98333333,19.02,15.22,20.33333333,52.45
532,Pieris_rapae,Seattle_WA,1999,35C.M8.3,8,3,35,36466,306,61.69,146.65,146.65,146.45,yes,5th,31.38333333,15.22,20.46,5.4,-0.2
533,Pieris_rapae,Seattle_WA,1999,35C.M8.3,8,3,35,36467,307,61.69,146.45,146.45,148.92,yes,5th,54.15,20.46,19.32,22.76666667,2.47
534,Pieris_rapae,Seattle_WA,1999,35C.M8.3,8,3,35,36468,308,61.69,148.92,148.92,135.65,yes,5th,78,19.32,19.23,23.85,-13.27
535,Pieris_rapae,Seattle_WA,1999,40C.M1.1,1,1,40,36369,209,50.31,50.31,50.31,50.31,yes,5th,0,12.04,12.04,0,0
536,Pieris_rapae,Seattle_WA,1999,40C.M1.1,1,1,40,36370,210,50.31,50.31,50.31,29.35,no,5th,24.41666667,12.04,12.29,24.41666667,-20.96
537,Pieris_rapae,Seattle_WA,1999,40C.M10.1,10,1,40,36369,209,37.57,37.57,37.57,37.57,yes,5th,0,12.04,12.04,0,0
538,Pieris_rapae,Seattle_WA,1999,40C.M10.1,10,1,40,36370,210,37.57,37.57,37.57,25.38,no,5th,24.41666667,12.04,12.29,24.41666667,-12.19
539,Pieris_rapae,Seattle_WA,1999,40C.M12.1,12,1,40,36369,209,48.23,48.23,48.23,48.23,yes,5th,0,12.04,12.04,0,0
540,Pieris_rapae,Seattle_WA,1999,40C.M12.1,12,1,40,36370,210,48.23,48.23,48.23,37.99,no,5th,24.41666667,12.04,12.29,24.41666667,-10.24
541,Pieris_rapae,Seattle_WA,1999,40C.M12.2,12,2,40,36369,209,45.65,45.65,45.65,45.65,yes,5th,0,12.04,12.04,0,0
542,Pieris_rapae,Seattle_WA,1999,40C.M12.2,12,2,40,36370,210,45.65,45.65,45.65,57.79,yes,5th,24.41666667,12.04,12.29,24.41666667,12.14
543,Pieris_rapae,Seattle_WA,1999,40C.M12.3,12,3,40,36369,209,50.64,50.64,50.64,50.64,yes,5th,0,12.04,12.04,0,0
544,Pieris_rapae,Seattle_WA,1999,40C.M12.3,12,3,40,36370,210,50.64,50.64,50.64,60.04,yes,5th,24.41666667,12.04,12.29,24.41666667,9.4
545,Pieris_rapae,Seattle_WA,1999,40C.M18.1,18,1,40,36369,209,50.66,50.66,50.66,50.66,yes,5th,0,12.04,12.04,0,0
546,Pieris_rapae,Seattle_WA,1999,40C.M18.1,18,1,40,36370,210,50.66,50.66,50.66,52.91,yes,5th,24.41666667,12.04,12.29,24.41666667,2.25
547,Pieris_rapae,Seattle_WA,1999,40C.M18.2,18,2,40,36369,209,53.8,53.8,53.8,53.8,yes,5th,0,12.04,12.04,0,0
548,Pieris_rapae,Seattle_WA,1999,40C.M18.2,18,2,40,36370,210,53.8,53.8,53.8,61.5,yes,5th,24.41666667,12.04,12.29,24.41666667,7.7
549,Pieris_rapae,Seattle_WA,1999,40C.M19.1,19,1,40,36369,209,45,45,45,45,yes,5th,0,12.04,12.04,0,0
550,Pieris_rapae,Seattle_WA,1999,40C.M19.1,19,1,40,36370,210,45,45,45,29.04,no,5th,24.41666667,12.04,12.29,24.41666667,-15.96
551,Pieris_rapae,Seattle_WA,1999,40C.M2.1,2,1,40,36369,209,41.55,41.55,41.55,41.55,yes,5th,0,12.04,12.04,0,0
552,Pieris_rapae,Seattle_WA,1999,40C.M2.1,2,1,40,36370,210,41.55,41.55,41.55,38.33,yes,5th,24.41666667,12.04,12.29,24.41666667,-3.22
553,Pieris_rapae,Seattle_WA,1999,40C.M20.1,20,1,40,36369,209,48.08,48.08,48.08,48.08,yes,5th,0,12.04,12.04,0,0
554,Pieris_rapae,Seattle_WA,1999,40C.M20.1,20,1,40,36370,210,48.08,48.08,48.08,34.07,no,5th,24.41666667,12.04,12.29,24.41666667,-14.01
555,Pieris_rapae,Seattle_WA,1999,40C.M23.1,23,1,40,36369,209,43.7,43.7,43.7,43.7,yes,5th,0,12.04,12.04,0,0
556,Pieris_rapae,Seattle_WA,1999,40C.M23.1,23,1,40,36370,210,43.7,43.7,43.7,44.37,yes,5th,24.41666667,12.04,12.29,24.41666667,0.67
557,Pieris_rapae,Seattle_WA,1999,40C.M27.1,27,1,40,36369,209,38.91,38.91,38.91,38.91,yes,5th,0,12.04,12.04,0,0
558,Pieris_rapae,Seattle_WA,1999,40C.M27.1,27,1,40,36370,210,38.91,38.91,38.91,4.58,no,5th,24.41666667,12.04,12.29,24.41666667,-34.33
559,Pieris_rapae,Seattle_WA,1999,40C.M3.1,3,1,40,36369,209,47.26,47.26,47.26,47.26,yes,5th,0,12.04,12.04,0,0
560,Pieris_rapae,Seattle_WA,1999,40C.M3.1,3,1,40,36370,210,47.26,47.26,47.26,52.63,no,5th,24.41666667,12.04,12.29,24.41666667,5.37
561,Pieris_rapae,Seattle_WA,1999,40C.M31.1,31,1,40,36369,209,42.84,42.84,42.84,42.84,yes,5th,0,12.04,12.04,0,0
562,Pieris_rapae,Seattle_WA,1999,40C.M31.1,31,1,40,36370,210,42.84,42.84,42.84,51.02,yes,5th,24.41666667,12.04,12.29,24.41666667,8.18
563,Pieris_rapae,Seattle_WA,1999,40C.M31.2,31,2,40,36369,209,46.56,46.56,46.56,46.56,yes,5th,0,12.04,12.04,0,0
564,Pieris_rapae,Seattle_WA,1999,40C.M31.2,31,2,40,36370,210,46.56,46.56,46.56,47.39,yes,5th,24.41666667,12.04,12.29,24.41666667,0.83
565,Pieris_rapae,Seattle_WA,1999,40C.M6.1,6,1,40,36369,209,44.28,44.28,44.28,44.28,yes,5th,0,12.04,12.04,0,0
566,Pieris_rapae,Seattle_WA,1999,40C.M6.1,6,1,40,36370,210,44.28,44.28,44.28,50.12,yes,5th,24.41666667,12.04,12.29,24.41666667,5.84
567,Pieris_rapae,Seattle_WA,1999,40C.M7.1,7,1,40,36369,209,44.42,44.42,44.42,44.42,yes,5th,0,12.04,12.04,0,0
568,Pieris_rapae,Seattle_WA,1999,40C.M7.1,7,1,40,36370,210,44.42,44.42,44.42,11.53,no,5th,24.41666667,12.04,12.29,24.41666667,-32.89
569,Pieris_rapae,Seattle_WA,1999,40C.M9.1,9,1,40,36369,209,53.05,53.05,53.05,53.05,yes,5th,0,12.04,12.04,0,0
570,Pieris_rapae,Seattle_WA,1999,40C.M9.1,9,1,40,36370,210,53.05,53.05,53.05,65.55,yes,5th,24.41666667,12.04,12.29,24.41666667,12.5
571,Pieris_rapae,Seattle_WA,1999,40C.M9.2,9,2,40,36369,209,45.79,45.79,45.79,45.79,yes,5th,0,12.04,12.04,0,0
572,Pieris_rapae,Seattle_WA,1999,40C.M9.2,9,2,40,36370,210,45.79,45.79,45.79,36.6,no,5th,24.41666667,12.04,12.29,24.41666667,-9.19
573,Pieris_rapae,Seattle_WA,1999,40C.M9.3,9,3,40,36369,209,51.91,51.91,51.91,51.91,yes,5th,0,12.04,12.04,0,0
574,Pieris_rapae,Seattle_WA,1999,40C.M9.3,9,3,40,36370,210,51.91,51.91,51.91,52.64,yes,5th,24.41666667,12.04,12.29,24.41666667,0.73
575,Pieris_rapae,Seattle_WA,1999,40C.M9.4,9,4,40,36369,209,38.12,38.12,38.12,38.12,yes,5th,0,12.04,12.04,0,0
576,Pieris_rapae,Seattle_WA,1999,40C.M9.4,9,4,40,36370,210,38.12,38.12,38.12,21.17,no,5th,24.41666667,12.04,12.29,24.41666667,-16.95
577,Pieris_rapae,Seattle_WA,1999,41C.M0.1,0,1,41,36509,349,44.21,44.21,44.21,44.21,yes,5th,0,11.08,11.08,0,0
578,Pieris_rapae,Seattle_WA,1999,41C.M0.1,0,1,41,36509,349,44.21,44.21,44.21,61.7,yes,5th,8.45,11.08,19.35,8.45,17.49
579,Pieris_rapae,Seattle_WA,1999,41C.M0.1,0,1,41,36510,350,44.21,61.7,61.7,65.63,yes,5th,23.91666667,19.35,11.03,15.46666667,3.93
580,Pieris_rapae,Seattle_WA,1999,41C.M0.1,0,1,41,36510,350,44.21,65.63,65.63,NA,no,5th,32.03333333,11.03,19.1,8.116666667,NA
581,Pieris_rapae,Seattle_WA,1999,41C.M0.10,0,10,41,36509,349,55.86,55.86,55.86,55.86,yes,5th,0,11.08,11.08,0,0
582,Pieris_rapae,Seattle_WA,1999,41C.M0.10,0,10,41,36509,349,55.86,55.86,55.86,46.71,no,5th,8.45,11.08,19.35,8.45,-9.15
583,Pieris_rapae,Seattle_WA,1999,41C.M0.10,0,10,41,36510,350,55.86,46.71,46.71,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
584,Pieris_rapae,Seattle_WA,1999,41C.M0.11,0,11,41,36509,349,43.41,43.41,43.41,43.41,yes,5th,0,11.08,11.08,0,0
585,Pieris_rapae,Seattle_WA,1999,41C.M0.11,0,11,41,36509,349,43.41,43.41,43.41,38.41,yes,5th,8.45,11.08,19.35,8.45,-5
586,Pieris_rapae,Seattle_WA,1999,41C.M0.11,0,11,41,36510,350,43.41,38.41,38.41,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
587,Pieris_rapae,Seattle_WA,1999,41C.M0.12,0,12,41,36509,349,45.79,45.79,45.79,45.79,yes,5th,0,11.08,11.08,0,0
588,Pieris_rapae,Seattle_WA,1999,41C.M0.12,0,12,41,36509,349,45.79,45.79,45.79,50.82,yes,5th,8.45,11.08,19.35,8.45,5.03
589,Pieris_rapae,Seattle_WA,1999,41C.M0.12,0,12,41,36510,350,45.79,50.82,50.82,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
590,Pieris_rapae,Seattle_WA,1999,41C.M0.13,0,13,41,36509,349,51.48,51.48,51.48,51.48,yes,5th,0,11.08,11.08,0,0
591,Pieris_rapae,Seattle_WA,1999,41C.M0.13,0,13,41,36509,349,51.48,51.48,51.48,55.99,yes,5th,8.45,11.08,19.35,8.45,4.51
592,Pieris_rapae,Seattle_WA,1999,41C.M0.13,0,13,41,36510,350,51.48,55.99,55.99,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
593,Pieris_rapae,Seattle_WA,1999,41C.M0.14,0,14,41,36509,349,41.88,41.88,41.88,41.88,yes,5th,0,11.08,11.08,0,0
594,Pieris_rapae,Seattle_WA,1999,41C.M0.14,0,14,41,36509,349,41.88,41.88,41.88,44.66,yes,5th,8.45,11.08,19.35,8.45,2.78
595,Pieris_rapae,Seattle_WA,1999,41C.M0.14,0,14,41,36510,350,41.88,44.66,44.66,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
596,Pieris_rapae,Seattle_WA,1999,41C.M0.15,0,15,41,36509,349,44.98,44.98,44.98,44.98,yes,5th,0,11.08,11.08,0,0
597,Pieris_rapae,Seattle_WA,1999,41C.M0.15,0,15,41,36509,349,44.98,44.98,44.98,46.79,yes,5th,8.45,11.08,19.35,8.45,1.81
598,Pieris_rapae,Seattle_WA,1999,41C.M0.15,0,15,41,36510,350,44.98,46.79,46.79,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
599,Pieris_rapae,Seattle_WA,1999,41C.M0.16,0,16,41,36509,349,50.73,50.73,50.73,50.73,yes,5th,0,11.08,11.08,0,0
600,Pieris_rapae,Seattle_WA,1999,41C.M0.16,0,16,41,36509,349,50.73,50.73,50.73,45.24,yes,5th,8.45,11.08,19.35,8.45,-5.49
601,Pieris_rapae,Seattle_WA,1999,41C.M0.16,0,16,41,36510,350,50.73,45.24,45.24,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
602,Pieris_rapae,Seattle_WA,1999,41C.M0.17,0,17,41,36509,349,40.11,40.11,40.11,40.11,yes,5th,0,11.08,11.08,0,0
603,Pieris_rapae,Seattle_WA,1999,41C.M0.17,0,17,41,36509,349,40.11,40.11,40.11,37.72,no,5th,8.45,11.08,19.35,8.45,-2.39
604,Pieris_rapae,Seattle_WA,1999,41C.M0.17,0,17,41,36510,350,40.11,37.72,37.72,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
605,Pieris_rapae,Seattle_WA,1999,41C.M0.18,0,18,41,36509,349,38.81,38.81,38.81,38.81,yes,5th,0,11.08,11.08,0,0
606,Pieris_rapae,Seattle_WA,1999,41C.M0.18,0,18,41,36509,349,38.81,38.81,38.81,48.32,yes,5th,8.45,11.08,19.35,8.45,9.51
607,Pieris_rapae,Seattle_WA,1999,41C.M0.18,0,18,41,36510,350,38.81,48.32,48.32,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
608,Pieris_rapae,Seattle_WA,1999,41C.M0.19,0,19,41,36509,349,50.55,50.55,50.55,50.55,yes,5th,0,11.08,11.08,0,0
609,Pieris_rapae,Seattle_WA,1999,41C.M0.19,0,19,41,36509,349,50.55,50.55,50.55,42.53,yes,5th,8.45,11.08,19.35,8.45,-8.02
610,Pieris_rapae,Seattle_WA,1999,41C.M0.19,0,19,41,36510,350,50.55,42.53,42.53,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
611,Pieris_rapae,Seattle_WA,1999,41C.M0.2,0,2,41,36509,349,50.8,50.8,50.8,50.8,yes,5th,0,11.08,11.08,0,0
612,Pieris_rapae,Seattle_WA,1999,41C.M0.2,0,2,41,36509,349,50.8,50.8,50.8,51.9,yes,5th,8.45,11.08,19.35,8.45,1.1
613,Pieris_rapae,Seattle_WA,1999,41C.M0.2,0,2,41,36510,350,50.8,51.9,51.9,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
614,Pieris_rapae,Seattle_WA,1999,41C.M0.20,0,20,41,36509,349,48.37,48.37,48.37,48.37,yes,5th,0,11.08,11.08,0,0
615,Pieris_rapae,Seattle_WA,1999,41C.M0.20,0,20,41,36509,349,48.37,48.37,48.37,44.56,yes,5th,8.45,11.08,19.35,8.45,-3.81
616,Pieris_rapae,Seattle_WA,1999,41C.M0.20,0,20,41,36510,350,48.37,44.56,44.56,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
617,Pieris_rapae,Seattle_WA,1999,41C.M0.3,0,3,41,36509,349,50.87,50.87,50.87,50.87,yes,5th,0,11.08,11.08,0,0
618,Pieris_rapae,Seattle_WA,1999,41C.M0.3,0,3,41,36509,349,50.87,50.87,50.87,52.88,yes,5th,8.45,11.08,19.35,8.45,2.01
619,Pieris_rapae,Seattle_WA,1999,41C.M0.3,0,3,41,36510,350,50.87,52.88,52.88,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
620,Pieris_rapae,Seattle_WA,1999,41C.M0.4,0,4,41,36509,349,44.62,44.62,44.62,44.62,yes,5th,0,11.08,11.08,0,0
621,Pieris_rapae,Seattle_WA,1999,41C.M0.4,0,4,41,36509,349,44.62,44.62,44.62,47.53,yes,5th,8.45,11.08,19.35,8.45,2.91
622,Pieris_rapae,Seattle_WA,1999,41C.M0.4,0,4,41,36510,350,44.62,47.53,47.53,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
623,Pieris_rapae,Seattle_WA,1999,41C.M0.5,0,5,41,36509,349,52.1,52.1,52.1,52.1,yes,5th,0,11.08,11.08,0,0
624,Pieris_rapae,Seattle_WA,1999,41C.M0.5,0,5,41,36509,349,52.1,52.1,52.1,47.69,yes,5th,8.45,11.08,19.35,8.45,-4.41
625,Pieris_rapae,Seattle_WA,1999,41C.M0.5,0,5,41,36510,350,52.1,47.69,47.69,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
626,Pieris_rapae,Seattle_WA,1999,41C.M0.6,0,6,41,36509,349,62.66,62.66,62.66,62.66,yes,5th,0,11.08,11.08,0,0
627,Pieris_rapae,Seattle_WA,1999,41C.M0.6,0,6,41,36509,349,62.66,62.66,62.66,61.41,yes,5th,8.45,11.08,19.35,8.45,-1.25
628,Pieris_rapae,Seattle_WA,1999,41C.M0.6,0,6,41,36510,350,62.66,61.41,61.41,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
629,Pieris_rapae,Seattle_WA,1999,41C.M0.7,0,7,41,36509,349,46.89,46.89,46.89,46.89,yes,5th,0,11.08,11.08,0,0
630,Pieris_rapae,Seattle_WA,1999,41C.M0.7,0,7,41,36509,349,46.89,46.89,46.89,49,yes,5th,8.45,11.08,19.35,8.45,2.11
631,Pieris_rapae,Seattle_WA,1999,41C.M0.7,0,7,41,36510,350,46.89,49,49,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
632,Pieris_rapae,Seattle_WA,1999,41C.M0.8,0,8,41,36509,349,56.62,56.62,56.62,56.62,yes,5th,0,11.08,11.08,0,0
633,Pieris_rapae,Seattle_WA,1999,41C.M0.8,0,8,41,36509,349,56.62,56.62,56.62,56.73,yes,5th,8.45,11.08,19.35,8.45,0.11
634,Pieris_rapae,Seattle_WA,1999,41C.M0.8,0,8,41,36510,350,56.62,56.73,56.73,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA
635,Pieris_rapae,Seattle_WA,1999,41C.M0.9,0,9,41,36509,349,54.24,54.24,54.24,54.24,yes,5th,0,11.08,11.08,0,0
636,Pieris_rapae,Seattle_WA,1999,41C.M0.9,0,9,41,36509,349,54.24,54.24,54.24,46.51,no,5th,8.45,11.08,19.35,8.45,-7.73
637,Pieris_rapae,Seattle_WA,1999,41C.M0.9,0,9,41,36510,350,54.24,46.51,46.51,NA,no,5th,23.91666667,19.35,11.03,15.46666667,NA